year,month,max_temp,min_temp,daily_avg,precipitation,snow,snow_depth,low_freezing,high_freezing,avg_freezing
1974,10,60.58064516129032,38.903225806451616,49.74193548387097,0.05451612903225806,0.0,0.0,6,0,0
1974,11,40.333333333333336,27.0,33.666666666666664,0.022000000000000002,0.04,0.03333333333333333,23,6,13
1974,12,30.903225806451612,17.806451612903224,24.35483870967742,0.01129032258064516,0.19677419354838713,0.967741935483871,28,14,27
1975,1,23.29032258064516,5.612903225806452,14.451612903225806,0.09096774193548386,0.8838709677419354,9.03225806451613,30,25,30
1975,2,23.107142857142858,7.928571428571429,15.517857142857142,0.028214285714285713,0.32142857142857145,16.0,28,23,28
1975,3,29.64516129032258,14.516129032258064,22.080645161290324,0.053870967741935484,0.5903225806451613,11.935483870967742,30,18,24
1975,4,45.56666666666667,32.233333333333334,38.9,0.18000000000000002,0.07333333333333333,2.566666666666667,14,3,5
1975,5,71.70967741935483,50.03225806451613,60.87096774193548,0.12290322580645162,0.0,0.0,0,0,0
1975,6,77.63333333333334,59.93333333333333,68.78333333333333,0.26633333333333337,0.0,0.0,0,0,0
1975,7,86.93548387096774,65.58064516129032,76.25806451612904,0.01870967741935484,0.0,0.0,0,0,0
1975,8,81.06451612903226,62.32258064516129,71.69354838709677,0.15870967741935485,0.0,0.0,0,0,0
1975,9,67.83333333333333,47.53333333333333,57.68333333333333,0.043666666666666666,0.0,0.0,0,0,0
1975,10,64.7741935483871,40.774193548387096,52.774193548387096,0.00870967741935484,0.0,0.0,5,0,0
1975,11,46.9,27.966666666666665,37.43333333333333,0.16,0.5399999999999999,1.4666666666666666,15,8,10
1975,12,28.129032258064516,14.483870967741936,21.306451612903224,0.025483870967741937,0.18064516129032257,2.5483870967741935,30,20,27
1976,1,21.677419354838708,1.4516129032258065,11.564516129032258,0.028064516129032258,0.41290322580645156,8.129032258064516,31,22,31
1976,2,36.58620689655172,18.896551724137932,27.74137931034483,0.020344827586206895,0.17586206896551723,3.6551724137931036,25,6,14
1976,3,41.12903225806452,21.677419354838708,31.403225806451612,0.09129032258064516,0.43870967741935485,2.5806451612903225,22,10,17
1976,4,63.93333333333333,39.666666666666664,51.8,0.026666666666666665,0.0,0.0,5,0,0
1976,5,70.87096774193549,46.83870967741935,58.854838709677416,0.0364516129032258,0.03870967741935484,0.0,0,0,0
1976,6,83.73333333333333,59.666666666666664,71.7,0.12866666666666668,0.0,0.0,0,0,0
1976,7,88.19354838709677,63.96774193548387,76.08064516129032,0.07903225806451614,0.0,0.0,0,0,0
1976,8,85.35483870967742,61.193548387096776,73.2741935483871,0.04483870967741936,0.0,0.0,0,0,0
1976,9,74.26666666666667,49.233333333333334,61.75,0.04733333333333333,0.0,0.0,0,0,0
1976,10,55.16129032258065,34.0,44.58064516129032,0.015806451612903224,0.07419354838709677,0.0,13,0,2
1976,11,37.46666666666667,19.1,28.283333333333335,0.005333333333333333,0.04666666666666666,0.0,28,9,17
1976,12,23.580645161290324,3.4838709677419355,13.53225806451613,0.016451612903225808,0.267741935483871,1.6774193548387097,31,24,27
1977,1,10.32258064516129,-9.774193548387096,0.27419354838709675,0.020967741935483872,0.432258064516129,7.32258064516129,31,30,31
1977,2,31.535714285714285,13.892857142857142,22.714285714285715,0.03321428571428571,0.0642857142857143,3.392857142857143,26,15,20
1977,3,45.74193548387097,29.322580645161292,37.53225806451613,0.08580645161290323,0.4709677419354839,1.7419354838709677,20,2,9
1977,4,64.16666666666667,41.8,52.983333333333334,0.06133333333333334,0.060000000000000005,0.0,7,0,1
1977,5,78.64516129032258,55.16129032258065,66.90322580645162,0.09225806451612904,0.0,0.0,0,0,0
1977,6,78.26666666666667,58.5,68.38333333333334,0.11900000000000001,0.0,0.0,0,0,0
1977,7,84.93548387096774,64.6774193548387,74.80645161290323,0.12000000000000001,0.0,0.0,0,0,0
1977,8,76.64516129032258,55.61290322580645,66.12903225806451,0.3003225806451613,0.0,0.0,0,0,0
1977,9,69.0,52.03333333333333,60.516666666666666,0.14766666666666667,0.0,0.0,0,0,0
1977,10,57.16129032258065,37.0,47.08064516129032,0.07548387096774194,0.0967741935483871,0.0,2,0,0
1977,11,38.93333333333333,22.733333333333334,30.833333333333332,0.04733333333333333,0.38999999999999996,1.5333333333333334,23,8,14
1977,12,20.870967741935484,7.935483870967742,14.403225806451612,0.037096774193548385,0.45806451612903226,3.5483870967741935,29,25,28
1978,1,14.35483870967742,-3.3870967741935485,5.483870967741935,0.012258064516129033,0.21935483870967742,6.225806451612903,31,31,31
1978,2,20.714285714285715,2.4642857142857144,11.589285714285714,0.008571428571428572,0.16428571428571428,7.285714285714286,28,26,28
1978,3,39.16129032258065,20.70967741935484,29.93548387096774,0.025483870967741937,0.27419354838709675,5.290322580645161,23,7,16
1978,4,54.1,36.3,45.2,0.121,0.06333333333333332,0.0,4,0,0
1978,5,72.90322580645162,50.67741935483871,61.79032258064516,0.12225806451612903,0.0,0.0,1,0,0
1978,6,78.2,57.4,67.8,0.23633333333333334,0.0,0.0,0,0,0
1978,7,80.38709677419355,61.83870967741935,71.11290322580645,0.10290322580645161,0.0,0.0,0,0,0
1978,8,83.16129032258064,61.16129032258065,72.16129032258064,0.18612903225806451,0.0,0.0,0,0,0
1978,9,78.2,56.36666666666667,67.28333333333333,0.08233333333333334,0.0,0.0,0,0,0
1978,10,60.064516129032256,39.516129032258064,49.79032258064516,0.006129032258064516,0.0,0.0,5,0,0
1978,11,40.93333333333333,24.0,32.46666666666667,0.06133333333333334,0.55,3.0,21,11,15
1978,12,23.516129032258064,6.774193548387097,15.14516129032258,0.02838709677419355,0.4870967741935484,9.838709677419354,31,22,30
1979,1,11.35483870967742,-5.0,3.1774193548387095,0.03516129032258065,0.45806451612903226,14.419354838709678,31,31,31
1979,2,19.25,0.6785714285714286,9.964285714285714,0.04964285714285715,0.48214285714285715,20.892857142857142,28,21,28
1979,3,35.58064516129032,22.096774193548388,28.838709677419356,0.08225806451612902,0.2709677419354839,12.03225806451613,22,5,18
1979,4,53.2,34.733333333333334,43.96666666666667,0.022000000000000002,0.02333333333333333,0.03333333333333333,9,0,3
1979,5,66.7741935483871,44.16129032258065,55.46774193548387,0.14677419354838708,0.0,0.0,1,0,0
1979,6,77.96666666666667,56.56666666666667,67.26666666666667,0.15933333333333335,0.0,0.0,0,0,0
1979,7,83.54838709677419,63.645161290322584,73.59677419354838,0.07548387096774194,0.0,0.0,0,0,0
1979,8,78.48387096774194,61.16129032258065,69.8225806451613,0.2270967741935484,0.0,0.0,0,0,0
1979,9,74.26666666666667,52.46666666666667,63.36666666666667,0.07333333333333333,0.0,0.0,0,0,0
1979,10,56.16129032258065,37.0,46.58064516129032,0.10193548387096775,0.0,0.0,10,0,0
1979,11,39.0,24.4,31.7,0.03266666666666666,0.25666666666666665,0.36666666666666664,24,7,17
1979,12,34.16129032258065,17.741935483870968,25.951612903225808,0.01064516129032258,0.054838709677419356,0.0,31,11,24
1980,1,23.548387096774192,6.967741935483871,15.258064516129032,0.03032258064516129,0.4161290322580645,2.3548387096774195,30,21,28
1980,2,23.448275862068964,7.068965517241379,15.258620689655173,0.023103448275862068,0.303448275862069,4.241379310344827,27,23,26
1980,3,36.354838709677416,18.06451612903226,27.20967741935484,0.03612903225806452,0.4419354838709677,1.8709677419354838,28,8,20
1980,4,61.03333333333333,37.4,49.21666666666667,0.02766666666666667,0.2833333333333333,0.5,10,0,2
1980,5,73.83870967741936,49.16129032258065,61.5,0.07387096774193548,0.0,0.0,1,0,0
1980,6,78.66666666666667,56.53333333333333,67.6,0.184,0.0,0.0,0,0,0
1980,7,87.09677419354838,63.225806451612904,75.16129032258064,0.07419354838709677,0.0,0.0,0,0,0
1980,8,80.3225806451613,60.96774193548387,70.64516129032258,0.10516129032258063,0.0,0.0,0,0,0
1980,9,69.16666666666667,49.8,59.483333333333334,0.12266666666666667,0.0,0.0,1,0,0
1980,10,54.16129032258065,36.0,45.08064516129032,0.02129032258064516,0.0,0.0,7,0,1
1980,11,45.53333333333333,27.666666666666668,36.6,0.008666666666666666,0.030000000000000002,0.0,20,2,7
1980,12,27.35483870967742,12.193548387096774,19.774193548387096,0.007741935483870969,0.09032258064516129,0.25806451612903225,29,21,25
1981,1,28.451612903225808,7.483870967741935,17.967741935483872,0.00967741935483871,0.14838709677419354,0.3548387096774194,30,18,28
1981,2,32.07142857142857,14.571428571428571,23.321428571428573,0.07642857142857143,0.39285714285714285,2.6785714285714284,20,12,17
1981,3,48.61290322580645,26.838709677419356,37.725806451612904,0.022903225806451617,0.0032258064516129032,0.0,21,2,8
1981,4,59.5,38.56666666666667,49.03333333333333,0.07233333333333333,0.056666666666666664,0.06666666666666667,5,0,0
1981,5,67.87096774193549,46.16129032258065,57.016129032258064,0.0703225806451613,0.0,0.0,1,0,0
1981,6,77.23333333333333,56.833333333333336,67.03333333333333,0.14733333333333334,0.0,0.0,0,0,0
1981,7,80.38709677419355,61.25806451612903,70.8225806451613,0.13193548387096773,0.0,0.0,0,0,0
1981,8,77.80645161290323,60.83870967741935,69.3225806451613,0.15258064516129033,0.0,0.0,0,0,0
1981,9,70.96666666666667,49.03333333333333,60.0,0.048666666666666664,0.0,0.0,0,0,0
1981,10,55.774193548387096,37.45161290322581,46.61290322580645,0.0867741935483871,0.02903225806451613,0.0,10,0,2
1981,11,46.93333333333333,29.033333333333335,37.983333333333334,0.07200000000000001,0.4666666666666667,2.2666666666666666,21,3,11
1981,12,25.096774193548388,9.935483870967742,17.516129032258064,0.02967741935483871,0.3419354838709678,4.838709677419355,31,22,27
1982,1,11.451612903225806,-6.870967741935484,2.2903225806451615,0.07903225806451614,1.4967741935483871,14.806451612903226,31,30,31
1982,2,24.178571428571427,7.357142857142857,15.767857142857142,0.015357142857142857,0.2642857142857143,15.928571428571429,27,15,22
1982,3,35.74193548387097,22.193548387096776,28.967741935483872,0.06741935483870967,0.35161290322580646,7.741935483870968,24,10,14
1982,4,54.3,33.333333333333336,43.81666666666667,0.054000000000000006,0.16,0.06666666666666667,13,2,6
1982,5,72.0,52.87096774193548,62.435483870967744,0.16096774193548388,0.0,0.0,0,0,0
1982,6,75.03333333333333,52.333333333333336,63.68333333333333,0.048,0.0,0.0,0,0,0
1982,7,86.54838709677419,64.64516129032258,75.59677419354838,0.029677419354838707,0.0,0.0,0,0,0
1982,8,82.35483870967742,61.12903225806452,71.74193548387096,0.12258064516129032,0.0,0.0,0,0,0
1982,9,69.6,52.2,60.9,0.05,0.0,0.0,0,0,0
1982,10,58.903225806451616,41.67741935483871,50.29032258064516,0.11129032258064517,0.04516129032258064,0.0,3,0,0
1982,11,38.93333333333333,24.033333333333335,31.483333333333334,0.109,0.12000000000000001,0.1,20,5,15
1982,12,33.193548387096776,18.06451612903226,25.629032258064516,0.13774193548387098,0.6225806451612903,2.032258064516129,27,12,22
1983,1,27.0,12.129032258064516,19.56451612903226,0.021612903225806453,0.1032258064516129,8.774193548387096,31,23,30
1983,2,32.107142857142854,21.642857142857142,26.875,0.0425,0.38571428571428573,9.785714285714286,19,10,15
1983,3,40.483870967741936,27.870967741935484,34.17741935483871,0.10387096774193548,0.4612903225806451,1.096774193548387,21,3,13
1983,4,50.9,33.56666666666667,42.233333333333334,0.13233333333333333,0.7266666666666666,1.2666666666666666,11,0,2
1983,5,64.83870967741936,44.38709677419355,54.61290322580645,0.2,0.0,0.0,0,0,0
1983,6,78.0,57.93333333333333,67.96666666666667,0.174,0.0,0.0,0,0,0
1983,7,87.03225806451613,67.35483870967742,77.19354838709677,0.09903225806451613,0.0,0.0,0,0,0
1983,8,87.0,66.45161290322581,76.7258064516129,0.10064516129032258,0.0,0.0,0,0,0
1983,9,71.63333333333334,53.63333333333333,62.63333333333333,0.11133333333333333,0.0,0.0,1,0,0
1983,10,56.41935483870968,40.32258064516129,48.37096774193548,0.08419354838709676,0.0,0.0,5,0,0
1983,11,39.03333333333333,28.966666666666665,34.0,0.16433333333333333,1.0133333333333334,2.6666666666666665,18,10,12
1983,12,11.096774193548388,-3.774193548387097,3.661290322580645,0.04935483870967742,0.6774193548387096,15.064516129032258,31,31,31
1984,1,20.06451612903226,3.806451612903226,11.935483870967742,0.02838709677419355,0.34838709677419355,15.709677419354838,31,24,30
1984,2,33.758620689655174,21.103448275862068,27.43103448275862,0.05655172413793103,0.3206896551724138,9.0,21,7,16
1984,3,32.806451612903224,16.774193548387096,24.79032258064516,0.047419354838709675,0.5580645161290323,4.193548387096774,31,13,20
1984,4,56.93333333333333,37.3,47.11666666666667,0.12866666666666665,0.3266666666666666,0.13333333333333333,5,0,0
1984,5,66.25806451612904,45.74193548387097,56.0,0.07387096774193548,0.0,0.06451612903225806,0,0,0
1984,6,78.83333333333333,60.6,69.71666666666667,0.265,0.0,0.0,0,0,0
1984,7,82.58064516129032,61.83870967741935,72.20967741935483,0.09774193548387097,0.0,0.0,0,0,0
1984,8,82.6774193548387,64.16129032258064,73.41935483870968,0.16612903225806452,0.0,0.0,0,0,0
1984,9,67.16666666666667,47.166666666666664,57.166666666666664,0.08833333333333333,0.0,0.0,2,0,0
1984,10,58.645161290322584,42.806451612903224,50.725806451612904,0.17677419354838708,0.00967741935483871,0.0,5,0,0
1984,11,41.6,25.033333333333335,33.31666666666667,0.010333333333333333,0.06666666666666667,0.1,22,5,14
1984,12,26.225806451612904,9.64516129032258,17.93548387096774,0.07225806451612903,0.5258064516129033,2.161290322580645,31,20,26
1985,1,20.322580645161292,-0.12903225806451613,10.096774193548388,0.028064516129032258,0.4225806451612903,5.129032258064516,31,26,31
1985,2,24.928571428571427,7.964285714285714,16.446428571428573,0.017857142857142856,0.15,6.071428571428571,27,15,23
1985,3,43.806451612903224,27.387096774193548,35.596774193548384,0.14451612903225808,1.1870967741935483,3.225806451612903,21,4,6
1985,4,63.1,41.0,52.05,0.060333333333333336,0.0,0.5,6,0,1
1985,5,72.7741935483871,51.58064516129032,62.17741935483871,0.11774193548387096,0.0,0.0,0,0,0
1985,6,74.2,53.6,63.9,0.07266666666666667,0.0,0.0,0,0,0
1985,7,85.19354838709677,62.58064516129032,73.88709677419355,0.07096774193548386,0.0,0.0,0,0,0
1985,8,76.41935483870968,58.83870967741935,67.62903225806451,0.16193548387096773,0.0,0.0,0,0,0
1985,9,68.5,51.333333333333336,59.916666666666664,0.14566666666666667,0.013333333333333334,0.0,0,0,0
1985,10,57.32258064516129,37.74193548387097,47.53225806451613,0.11806451612903227,0.0,0.0,4,0,0
1985,11,32.266666666666666,17.266666666666666,24.766666666666666,0.05733333333333333,0.7966666666666666,1.4666666666666666,26,13,18
1985,12,17.193548387096776,-1.8709677419354838,7.661290322580645,0.03870967741935484,0.43548387096774194,12.64516129032258,31,28,30
1986,1,24.774193548387096,10.193548387096774,17.483870967741936,0.02903225806451613,0.33225806451612905,10.451612903225806,31,19,27
1986,2,22.571428571428573,8.678571428571429,15.625,0.030000000000000002,0.43928571428571433,15.107142857142858,28,25,28
1986,3,42.83870967741935,24.93548387096774,33.88709677419355,0.06548387096774193,0.28064516129032263,6.935483870967742,20,4,10
1986,4,59.1,40.1,49.6,0.196,0.013333333333333334,0.0,2,0,0
1986,5,69.61290322580645,49.193548387096776,59.403225806451616,0.11225806451612903,0.0,0.0,0,0,0
1986,6,79.03333333333333,58.233333333333334,68.63333333333334,0.178,0.0,0.0,0,0,0
1986,7,82.61290322580645,65.16129032258064,73.88709677419355,0.13258064516129034,0.0,0.0,0,0,0
1986,8,76.93548387096774,57.16129032258065,67.04838709677419,0.14322580645161292,0.0,0.0,0,0,0
1986,9,67.83333333333333,51.8,59.81666666666667,0.22999999999999998,0.0,0.0,0,0,0
1986,10,58.38709677419355,40.03225806451613,49.20967741935484,0.05709677419354839,0.0,0.0,0,0,0
1986,11,37.1,19.266666666666666,28.183333333333334,0.020666666666666667,0.14666666666666667,0.8,28,8,17
1986,12,31.322580645161292,18.06451612903226,24.693548387096776,0.01,0.13548387096774195,0.41935483870967744,31,10,28
1987,1,29.032258064516128,13.419354838709678,21.225806451612904,0.020322580645161285,0.1774193548387097,0.5806451612903226,31,19,25
1987,2,41.07142857142857,22.142857142857142,31.607142857142858,0.004642857142857143,0.04285714285714286,0.2857142857142857,27,3,12
1987,3,47.67741935483871,29.580645161290324,38.62903225806452,0.02064516129032258,0.06774193548387097,0.16129032258064516,18,2,8
1987,4,66.93333333333334,40.13333333333333,53.53333333333333,0.005333333333333333,0.0,0.0,6,0,1
1987,5,74.61290322580645,52.25806451612903,63.435483870967744,0.06064516129032258,0.0,0.0,0,0,0
1987,6,84.53333333333333,61.0,72.76666666666667,0.065,0.0,0.0,0,0,0
1987,7,85.7741935483871,66.2258064516129,76.0,0.5774193548387097,0.0,0.0,0,0,0
1987,8,77.2258064516129,60.67741935483871,68.95161290322581,0.11838709677419355,0.0,0.0,0,0,0
1987,9,72.8,52.06666666666667,62.43333333333333,0.042666666666666665,0.0,0.0,0,0,0
1987,10,54.064516129032256,35.03225806451613,44.54838709677419,0.01935483870967742,0.00967741935483871,0.0,9,0,0
1987,11,45.766666666666666,29.966666666666665,37.86666666666667,0.069,0.15,0.06666666666666667,20,2,10
1987,12,31.06451612903226,18.806451612903224,24.93548387096774,0.04032258064516129,0.24193548387096775,1.8064516129032258,28,17,25
1988,1,19.70967741935484,1.064516129032258,10.387096774193548,0.04419354838709678,0.6290322580645161,6.483870967741935,31,23,28
1988,2,22.586206896551722,5.103448275862069,13.844827586206897,0.010344827586206896,0.15517241379310345,5.620689655172414,29,19,26
1988,3,42.354838709677416,25.06451612903226,33.70967741935484,0.04290322580645162,0.11935483870967742,0.22580645161290322,23,4,13
1988,4,59.2,35.56666666666667,47.38333333333333,0.05266666666666667,0.08000000000000002,0.0,11,0,0
1988,5,78.25806451612904,52.483870967741936,65.37096774193549,0.054838709677419356,0.0,0.0,0,0,0
1988,6,86.9,61.93333333333333,74.41666666666667,0.007333333333333333,0.0,0.0,0,0,0
1988,7,90.16129032258064,65.93548387096774,78.04838709677419,0.03774193548387097,0.0,0.0,0,0,0
1988,8,84.70967741935483,63.12903225806452,73.91935483870968,0.13838709677419356,0.0,0.0,0,0,0
1988,9,73.03333333333333,51.733333333333334,62.38333333333333,0.093,0.0,0.0,0,0,0
1988,10,54.516129032258064,33.38709677419355,43.95161290322581,0.025806451612903226,0.0064516129032258064,0.0,12,0,3
1988,11,39.7,25.666666666666668,32.68333333333333,0.09533333333333333,0.5266666666666667,0.6666666666666666,21,5,11
1988,12,29.612903225806452,11.419354838709678,20.516129032258064,0.021612903225806453,0.23225806451612901,1.096774193548387,31,14,26
1989,1,30.677419354838708,11.64516129032258,21.161290322580644,0.016774193548387096,0.1935483870967742,3.032258064516129,31,14,27
1989,2,18.071428571428573,-0.9642857142857143,8.553571428571429,0.037142857142857144,0.6178571428571429,5.321428571428571,28,23,28
1989,3,33.96774193548387,19.161290322580644,26.56451612903226,0.07064516129032258,0.732258064516129,5.741935483870968,22,13,18
1989,4,55.733333333333334,34.8,45.266666666666666,0.08866666666666667,0.02666666666666667,0.03333333333333333,15,0,3
1989,5,68.90322580645162,46.096774193548384,57.5,0.10903225806451612,0.0032258064516129032,0.0,3,0,0
1989,6,79.4,57.3,68.35,0.11666666666666667,0.0,0.0,0,0,0
1989,7,86.51612903225806,66.25806451612904,76.38709677419355,0.11290322580645161,0.0,0.0,0,0,0
1989,8,80.54838709677419,60.96774193548387,70.75806451612904,0.09419354838709677,0.0,0.0,0,0,0
1989,9,72.23333333333333,49.53333333333333,60.88333333333333,0.042666666666666665,0.0,0.0,0,0,0
1989,10,62.03225806451613,37.70967741935484,49.87096774193548,0.017096774193548388,0.0,0.0,10,0,0
1989,11,36.833333333333336,19.1,27.966666666666665,0.046000000000000006,0.37666666666666665,0.9,26,8,17
1989,12,18.516129032258064,2.6451612903225805,10.580645161290322,0.013548387096774193,0.22580645161290322,1.064516129032258,31,22,30
1990,1,35.354838709677416,17.129032258064516,26.241935483870968,0.003225806451612903,0.035483870967741936,0.6129032258064516,31,8,27
1990,2,33.607142857142854,13.75,23.678571428571427,0.0275,0.3821428571428571,1.3571428571428572,28,12,22
1990,3,44.74193548387097,26.64516129032258,35.693548387096776,0.11806451612903227,0.1032258064516129,0.03225806451612903,20,3,11
1990,4,57.9,35.6,46.75,0.12666666666666665,0.07333333333333333,0.0,16,0,3
1990,5,66.64516129032258,45.935483870967744,56.29032258064516,0.10838709677419356,0.0,0.0,1,0,0
1990,6,79.56666666666666,59.36666666666667,69.46666666666667,0.32733333333333337,0.0,0.0,0,0,0
1990,7,80.83870967741936,61.74193548387097,71.29032258064517,0.1632258064516129,0.0,0.0,0,0,0
1990,8,80.0,61.193548387096776,70.59677419354838,0.055161290322580644,0.0,0.0,0,0,0
1990,9,74.83333333333333,53.9,64.36666666666666,0.06266666666666666,0.0,0.0,0,0,0
1990,10,59.70967741935484,36.483870967741936,48.096774193548384,0.03967741935483871,0.0,0.0,8,0,0
1990,11,46.93333333333333,27.9,37.416666666666664,0.021666666666666667,0.16666666666666666,0.23333333333333334,22,2,10
1990,12,25.903225806451612,7.903225806451613,16.903225806451612,0.03258064516129032,0.37741935483870964,2.967741935483871,31,17,26
1991,1,20.967741935483872,3.935483870967742,12.451612903225806,0.015806451612903224,0.20967741935483872,5.935483870967742,31,26,31
1991,2,34.535714285714285,14.25,24.392857142857142,0.03678571428571429,0.5071428571428571,2.2857142857142856,26,10,20
1991,3,43.29032258064516,25.29032258064516,34.29032258064516,0.07387096774193548,0.14193548387096774,0.7741935483870968,22,3,10
