city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Pequot Lakes,Pequot Lakes,MN,Minnesota,27035,Crow Wing,46.5875,-94.2983,2299,54,polygon,FALSE,TRUE,America/Chicago,3,56472,1840008845
Mayer,Mayer,MN,Minnesota,27019,Carver,44.8868,-93.8904,2266,637,polygon,FALSE,TRUE,America/Chicago,3,55360,1840007847
Madelia,Madelia,MN,Minnesota,27165,Watonwan,44.0482,-94.4198,2254,572,polygon,FALSE,TRUE,America/Chicago,3,56062,1840008992
Janesville,Janesville,MN,Minnesota,27161,Waseca,44.1214,-93.7107,2252,496,polygon,FALSE,TRUE,America/Chicago,3,56048,1840007915
Winsted,Winsted,MN,Minnesota,27085,McLeod,44.9574,-94.0498,2240,457,polygon,FALSE,TRUE,America/Chicago,3,55395,1840010006
Gaylord,Gaylord,MN,Minnesota,27143,Sibley,44.5555,-94.2123,2207,501,polygon,FALSE,TRUE,America/Chicago,3,55334,1840007865
Hawley,Hawley,MN,Minnesota,27027,Clay,46.877,-96.318,2198,345,polygon,FALSE,TRUE,America/Chicago,3,56549,1840006635
Wells,Wells,MN,Minnesota,27043,Faribault,43.7432,-93.7278,2169,428,polygon,FALSE,TRUE,America/Chicago,3,56097,1840010043
Maple Lake,Maple Lake,MN,Minnesota,27171,Wright,45.2334,-94.0059,2148,369,polygon,FALSE,TRUE,America/Chicago,3,55358,1840008897
Arlington,Arlington,MN,Minnesota,27143,Sibley,44.6083,-94.0766,2146,506,polygon,FALSE,TRUE,America/Chicago,3,55307,1840006776
Howard Lake,Howard Lake,MN,Minnesota,27171,Wright,45.0604,-94.067,2136,444,polygon,FALSE,TRUE,America/Chicago,3,55349 55575,1840006709
Maple Plain,Maple Plain,MN,Minnesota,27053,Hennepin,45.0088,-93.6618,2114,766,polygon,FALSE,TRUE,America/Chicago,3,55359,1840008924
Nisswa,Nisswa,MN,Minnesota,27035,Crow Wing,46.5003,-94.2977,2096,75,polygon,FALSE,TRUE,America/Chicago,3,56468,1840007740
Tracy,Tracy,MN,Minnesota,27083,Lyon,44.239,-95.6153,2077,334,polygon,FALSE,TRUE,America/Chicago,3,56175,1840010020
Esko,Esko,MN,Minnesota,27017,Carlton,46.71,-92.3721,2042,162,polygon,FALSE,FALSE,America/Chicago,3,55733,1840025266
Mountain Lake,Mountain Lake,MN,Minnesota,27033,Cottonwood,43.9414,-94.9273,2037,521,polygon,FALSE,TRUE,America/Chicago,3,56159,1840007917
Springfield,Springfield,MN,Minnesota,27015,Brown,44.2372,-94.9819,2004,412,polygon,FALSE,TRUE,America/Chicago,3,56087,1840008971
Eyota,Eyota,MN,Minnesota,27109,Olmsted,43.9883,-92.2321,2001,457,polygon,FALSE,TRUE,America/Chicago,3,55934,1840007916
Aitkin,Aitkin,MN,Minnesota,27001,Aitkin,46.5289,-93.7067,1985,296,polygon,FALSE,TRUE,America/Chicago,3,56431,1840006638
Slayton,Slayton,MN,Minnesota,27101,Murray,43.9902,-95.7578,1974,390,polygon,FALSE,TRUE,America/Chicago,3,56172,1840008982
Coleraine,Coleraine,MN,Minnesota,27061,Itasca,47.2638,-93.4524,1972,49,polygon,FALSE,TRUE,America/Chicago,3,55786 55709 55744 55722,1840006611
Hoyt Lakes,Hoyt Lakes,MN,Minnesota,27137,St. Louis,47.5598,-92.1157,1946,13,polygon,FALSE,TRUE,America/Chicago,3,55750,1840006595
Blooming Prairie,Blooming Prairie,MN,Minnesota,27147,Steele,43.8683,-93.0552,1936,523,polygon,FALSE,TRUE,America/Chicago,3,55917,1840006805
Hinckley,Hinckley,MN,Minnesota,27115,Pine,46.0122,-92.9256,1928,193,polygon,FALSE,TRUE,America/Chicago,3,55037,1840006662
Waterville,Waterville,MN,Minnesota,27079,Le Sueur,44.2236,-93.5747,1892,429,polygon,FALSE,TRUE,America/Chicago,3,56096,1840010021
Lakeland,Lakeland,MN,Minnesota,27163,Washington,44.9503,-92.77,1819,339,polygon,FALSE,TRUE,America/Chicago,3,55043,1840007816
Clearwater,Clearwater,MN,Minnesota,27171,Wright,45.4102,-94.0446,1818,445,polygon,FALSE,TRUE,America/Chicago,3,55320,1840006704
Long Lake,Long Lake,MN,Minnesota,27053,Hennepin,44.9841,-93.5689,1816,819,polygon,FALSE,TRUE,America/Chicago,3,55356,1840008921
Braham,Braham,MN,Minnesota,27059,Isanti,45.7223,-93.1717,1816,435,polygon,FALSE,TRUE,America/Chicago,3,55006,1840006693
Kenyon,Kenyon,MN,Minnesota,27049,Goodhue,44.2726,-92.9858,1801,301,polygon,FALSE,TRUE,America/Chicago,3,55946,1840007870
Cologne,Cologne,MN,Minnesota,27019,Carver,44.7696,-93.7931,1797,388,polygon,FALSE,TRUE,America/Chicago,3,55322,1840006757
Warroad,Warroad,MN,Minnesota,27135,Roseau,48.9169,-95.3272,1795,228,polygon,FALSE,TRUE,America/Chicago,3,56763,1840009952
Red Lake,Red Lake,MN,Minnesota,27007,Beltrami,47.8707,-95.0052,1787,142,polygon,FALSE,FALSE,America/Chicago,3,56671,1840003994
Spring Park,Spring Park,MN,Minnesota,27053,Hennepin,44.9364,-93.6319,1784,1951,polygon,FALSE,TRUE,America/Chicago,3,55384,1840008926
Ortonville,Ortonville,MN,Minnesota,27011,Big Stone,45.3017,-96.4415,1782,164,polygon,FALSE,TRUE,America/Chicago,3,56278,1840008896
Gilbert,Gilbert,MN,Minnesota,27137,St. Louis,47.4913,-92.4612,1780,58,polygon,FALSE,TRUE,America/Chicago,3,55734 55741,1840007689
Silver Bay,Silver Bay,MN,Minnesota,27075,Lake,47.294,-91.278,1762,89,polygon,FALSE,TRUE,America/Chicago,3,55614,1840008824
Osakis,Osakis,MN,Minnesota,27041,Douglas,45.8649,-95.1524,1744,348,polygon,FALSE,TRUE,America/Chicago,3,56360,1840008871
Lester Prairie,Lester Prairie,MN,Minnesota,27085,McLeod,44.8829,-94.0374,1728,748,polygon,FALSE,TRUE,America/Chicago,3,55354,1840007846
Rushford,Rushford,MN,Minnesota,27045,Fillmore,43.8131,-91.7535,1695,396,polygon,FALSE,TRUE,America/Chicago,3,55971,1840009014
Mapleton,Mapleton,MN,Minnesota,27013,Blue Earth,43.9267,-93.9544,1692,466,polygon,FALSE,TRUE,America/Chicago,3,56065,1840008976
Canby,Canby,MN,Minnesota,27173,Yellow Medicine,44.7157,-96.269,1671,284,polygon,FALSE,TRUE,America/Chicago,3,56220,1840006763
Rock Creek,Rock Creek,MN,Minnesota,27115,Pine,45.7604,-92.9088,1652,14,polygon,FALSE,TRUE,America/Chicago,3,55063 55069 55067,1840008856
Dundas,Dundas,MN,Minnesota,27131,Rice,44.4276,-93.2039,1646,345,polygon,FALSE,TRUE,America/Chicago,3,55019,1840007888
Aurora,Aurora,MN,Minnesota,27137,St. Louis,47.5312,-92.2399,1626,165,polygon,FALSE,TRUE,America/Chicago,3,55705,1840006590
Lakefield,Lakefield,MN,Minnesota,27063,Jackson,43.678,-95.1695,1615,465,polygon,FALSE,TRUE,America/Chicago,3,56150,1840007943
Waverly,Waverly,MN,Minnesota,27171,Wright,45.065,-93.9663,1603,353,polygon,FALSE,TRUE,America/Chicago,3,55390,1840009994
Avon,Avon,MN,Minnesota,27145,Stearns,45.6101,-94.4619,1590,374,polygon,FALSE,TRUE,America/Chicago,3,56310,1840006684
Tonka Bay,Tonka Bay,MN,Minnesota,27053,Hennepin,44.9167,-93.5886,1568,644,polygon,FALSE,TRUE,America/Chicago,3,55331,1840009999
Ada,Ada,MN,Minnesota,27107,Norman,47.2992,-96.5165,1563,445,polygon,FALSE,TRUE,America/Chicago,3,56510,1840006617
Warren,Warren,MN,Minnesota,27089,Marshall,48.194,-96.7688,1552,411,polygon,FALSE,TRUE,America/Chicago,3,56762,1840009957
Lewiston,Lewiston,MN,Minnesota,27169,Winona,43.9823,-91.8695,1547,471,polygon,FALSE,TRUE,America/Chicago,3,55952,1840007921
Oronoco,Oronoco,MN,Minnesota,27109,Olmsted,44.1598,-92.5401,1525,202,polygon,FALSE,TRUE,America/Chicago,3,55960,1840008986
Stacy,Stacy,MN,Minnesota,27025,Chisago,45.3841,-92.9938,1518,181,polygon,FALSE,TRUE,America/Chicago,3,55079 55092 55078,1840008894
Babbitt,Babbitt,MN,Minnesota,27137,St. Louis,47.6445,-91.9458,1484,5,polygon,FALSE,TRUE,America/Chicago,3,55706,1840006591
Richmond,Richmond,MN,Minnesota,27145,Stearns,45.4547,-94.5135,1470,480,polygon,FALSE,TRUE,America/Chicago,3,56368,1840008876
Fosston,Fosston,MN,Minnesota,27119,Polk,47.5855,-95.7579,1464,276,polygon,FALSE,TRUE,America/Chicago,3,56542,1840007704
Dassel,Dassel,MN,Minnesota,27093,Meeker,45.083,-94.315,1449,339,polygon,FALSE,TRUE,America/Chicago,3,55325,1840006733
Red Lake Falls,Red Lake Falls,MN,Minnesota,27125,Red Lake,47.8837,-96.2727,1418,260,polygon,FALSE,TRUE,America/Chicago,3,56750,1840008829
Bagley,Bagley,MN,Minnesota,27029,Clearwater,47.5239,-95.4041,1406,273,polygon,FALSE,TRUE,America/Chicago,3,56621,1840006608
Dawson,Dawson,MN,Minnesota,27073,Lac qui Parle,44.9289,-96.0504,1400,378,polygon,FALSE,TRUE,America/Chicago,3,56232,1840006743
Madison,Madison,MN,Minnesota,27073,Lac qui Parle,45.0127,-96.1889,1400,515,polygon,FALSE,TRUE,America/Chicago,3,56256,1840008920
Frazee,Frazee,MN,Minnesota,27005,Becker,46.7282,-95.7026,1391,486,polygon,FALSE,TRUE,America/Chicago,3,56544,1840007725
Rice,Rice,MN,Minnesota,27009,Benton,45.7525,-94.2317,1391,94,polygon,FALSE,TRUE,America/Chicago,3,56367,1840008872
Glyndon,Glyndon,MN,Minnesota,27027,Clay,46.8709,-96.5784,1373,335,polygon,FALSE,TRUE,America/Chicago,3,56547,1840007730
Pierz,Pierz,MN,Minnesota,27097,Morrison,45.9772,-94.1008,1365,382,polygon,FALSE,TRUE,America/Chicago,3,56364,1840008864
Grand Marais,Grand Marais,MN,Minnesota,27031,Cook,47.7586,-90.3443,1357,180,polygon,FALSE,TRUE,America/Chicago,3,55604,1840008810
Minneota,Minneota,MN,Minnesota,27083,Lyon,44.5626,-95.9827,1356,360,polygon,FALSE,TRUE,America/Chicago,3,56264,1840007880
Winthrop,Winthrop,MN,Minnesota,27143,Sibley,44.5427,-94.361,1347,440,polygon,FALSE,TRUE,America/Chicago,3,55396,1840010013
Winnebago,Winnebago,MN,Minnesota,27043,Faribault,43.7644,-94.1703,1340,220,polygon,FALSE,TRUE,America/Chicago,3,56098,1840010044
Hayfield,Hayfield,MN,Minnesota,27039,Dodge,43.8903,-92.8471,1337,409,polygon,FALSE,TRUE,America/Chicago,3,55940,1840006807
Appleton,Appleton,MN,Minnesota,27151,Swift,45.1997,-96.0225,1325,273,polygon,FALSE,TRUE,America/Chicago,3,56208,1840006726
Menahga,Menahga,MN,Minnesota,27159,Wadena,46.7471,-95.1012,1302,135,polygon,FALSE,TRUE,America/Chicago,3,56464,1840007734
Preston,Preston,MN,Minnesota,27045,Fillmore,43.6726,-92.0828,1289,201,polygon,FALSE,TRUE,America/Chicago,3,55965,1840009013
Wheaton,Wheaton,MN,Minnesota,27155,Traverse,45.8059,-96.498,1288,286,polygon,FALSE,TRUE,America/Chicago,3,56296,1840009987
Clara City,Clara City,MN,Minnesota,27023,Chippewa,44.9583,-95.3672,1276,280,polygon,FALSE,TRUE,America/Chicago,3,56222,1840000294
Starbuck,Starbuck,MN,Minnesota,27121,Pope,45.6121,-95.5333,1270,305,polygon,FALSE,TRUE,America/Chicago,3,56381,1840008890
Spring Grove,Spring Grove,MN,Minnesota,27055,Houston,43.5607,-91.637,1266,489,polygon,FALSE,TRUE,America/Chicago,3,55974,1840009008
Medford,Medford,MN,Minnesota,27147,Steele,44.1685,-93.2472,1256,405,polygon,FALSE,TRUE,America/Chicago,3,55049,1840007912
Cottonwood,Cottonwood,MN,Minnesota,27083,Lyon,44.6106,-95.672,1236,479,polygon,FALSE,TRUE,America/Chicago,3,56229,1840006786
Royalton,Royalton,MN,Minnesota,27097,Morrison,45.8302,-94.2931,1233,246,polygon,FALSE,TRUE,America/Chicago,3,56373,1840008866
Mahnomen,Mahnomen,MN,Minnesota,27087,Mahnomen,47.3146,-95.9673,1231,453,polygon,FALSE,TRUE,America/Chicago,3,56557,1840008832
New York Mills,New York Mills,MN,Minnesota,27111,Otter Tail,46.5198,-95.3733,1223,324,polygon,FALSE,TRUE,America/Chicago,3,56567,1840007748
Spicer,Spicer,MN,Minnesota,27067,Kandiyohi,45.2329,-94.9401,1222,398,polygon,FALSE,TRUE,America/Chicago,3,56288,1840008906
Adrian,Adrian,MN,Minnesota,27105,Nobles,43.6332,-95.933,1218,404,polygon,FALSE,TRUE,America/Chicago,3,56110,1840006820
Mantorville,Mantorville,MN,Minnesota,27039,Dodge,44.0656,-92.7537,1210,333,polygon,FALSE,TRUE,America/Chicago,3,55955,1840008984
Fulda,Fulda,MN,Minnesota,27101,Murray,43.8691,-95.6023,1208,460,polygon,FALSE,TRUE,America/Chicago,3,56131,1840007908
Grand Meadow,Grand Meadow,MN,Minnesota,27099,Mower,43.7062,-92.5702,1192,674,polygon,FALSE,TRUE,America/Chicago,3,55936,1840007935
Renville,Renville,MN,Minnesota,27129,Renville,44.7908,-95.2048,1189,346,polygon,FALSE,TRUE,America/Chicago,3,56284,1840008953
Harris,Harris,MN,Minnesota,27025,Chisago,45.5976,-92.9869,1186,22,polygon,FALSE,TRUE,America/Chicago,3,55069 55032,1840006694
New Richland,New Richland,MN,Minnesota,27161,Waseca,43.8938,-93.4939,1182,766,polygon,FALSE,TRUE,America/Chicago,3,56072,1840007914
Goodhue,Goodhue,MN,Minnesota,27049,Goodhue,44.4007,-92.6255,1177,493,polygon,FALSE,TRUE,America/Chicago,3,55027,1840007869
Madison Lake,Madison Lake,MN,Minnesota,27013,Blue Earth,44.2044,-93.8162,1174,428,polygon,FALSE,TRUE,America/Chicago,3,56063,1840008974
Little Rock,Little Rock,MN,Minnesota,27007,Beltrami,47.8667,-95.106,1170,62,polygon,FALSE,FALSE,America/Chicago,3,56671,1840032019
Nicollet,Nicollet,MN,Minnesota,27103,Nicollet,44.2747,-94.1885,1169,477,polygon,FALSE,TRUE,America/Chicago,3,56074,1840007895
Elbow Lake,Elbow Lake,MN,Minnesota,27051,Grant,45.9905,-95.9776,1153,334,polygon,FALSE,TRUE,America/Chicago,3,56531,1840007766
Redby,Redby,MN,Minnesota,27007,Beltrami,47.8717,-94.9184,1143,82,polygon,FALSE,FALSE,America/Chicago,3,56671 56670,1840003995
Fairfax,Fairfax,MN,Minnesota,27129,Renville,44.5283,-94.7231,1131,333,polygon,FALSE,TRUE,America/Chicago,3,55332,1840007860
Dellwood,Dellwood,MN,Minnesota,27163,Washington,45.0986,-92.9672,1126,162,polygon,FALSE,TRUE,America/Chicago,3,55110,1840006740
Edgerton,Edgerton,MN,Minnesota,27117,Pipestone,43.8753,-96.1304,1125,368,polygon,FALSE,TRUE,America/Chicago,3,56128,1840007906
Atwater,Atwater,MN,Minnesota,27067,Kandiyohi,45.1356,-94.7769,1119,420,polygon,FALSE,TRUE,America/Chicago,3,56209,1840006722
Shafer,Shafer,MN,Minnesota,27025,Chisago,45.3901,-92.7531,1117,344,polygon,FALSE,TRUE,America/Chicago,3,55074,1840008893
Sherburn,Sherburn,MN,Minnesota,27091,Martin,43.6547,-94.7273,1087,466,polygon,FALSE,TRUE,America/Chicago,3,56171,1840009016
Elgin,Elgin,MN,Minnesota,27157,Wabasha,44.1257,-92.247,1079,445,polygon,FALSE,TRUE,America/Chicago,3,55932,1840007898
Wanamingo,Wanamingo,MN,Minnesota,27049,Goodhue,44.3026,-92.7872,1078,290,polygon,FALSE,TRUE,America/Chicago,3,55983,1840010014
Lake St. Croix Beach,Lake St. Croix Beach,MN,Minnesota,27163,Washington,44.9245,-92.7657,1076,738,polygon,FALSE,TRUE,America/Chicago,3,55043,1840007815
Tyler,Tyler,MN,Minnesota,27081,Lincoln,44.2785,-96.1355,1069,215,polygon,FALSE,TRUE,America/Chicago,3,56178,1840010019
Lake Shore,Lake Shore,MN,Minnesota,27021,Cass,46.504,-94.3635,1058,32,polygon,FALSE,TRUE,America/Chicago,3,56468,1840007722
Hector,Hector,MN,Minnesota,27129,Renville,44.7412,-94.712,1050,224,polygon,FALSE,TRUE,America/Chicago,3,55342,1840006774
Truman,Truman,MN,Minnesota,27091,Martin,43.8279,-94.4366,1042,366,polygon,FALSE,TRUE,America/Chicago,3,56088,1840010046
Eden Valley,Eden Valley,MN,Minnesota,27093,Meeker,45.3263,-94.5453,1039,329,polygon,FALSE,TRUE,America/Chicago,3,55329,1840007806
East Gull Lake,East Gull Lake,MN,Minnesota,27021,Cass,46.3948,-94.3548,1039,50,polygon,FALSE,TRUE,America/Chicago,3,56401,1840007720
Taylors Falls,Taylors Falls,MN,Minnesota,27025,Chisago,45.4121,-92.6644,1034,101,polygon,FALSE,TRUE,America/Chicago,3,55084,1840008895
Carlton,Carlton,MN,Minnesota,27017,Carlton,46.6635,-92.407,1033,104,polygon,FALSE,TRUE,America/Chicago,3,55718 55733,1840006648
Baudette,Baudette,MN,Minnesota,27077,Lake of the Woods,48.7119,-94.5925,1020,93,polygon,FALSE,TRUE,America/Chicago,3,56623,1840007673
Keewatin,Keewatin,MN,Minnesota,27061,Itasca,47.4006,-93.0828,1013,159,polygon,FALSE,TRUE,America/Chicago,3,55769 55746 55753,1840007717
Parkers Prairie,Parkers Prairie,MN,Minnesota,27111,Otter Tail,46.153,-95.329,997,308,polygon,FALSE,TRUE,America/Chicago,3,56361,1840008850
Morristown,Morristown,MN,Minnesota,27131,Rice,44.2239,-93.4445,995,354,polygon,FALSE,TRUE,America/Chicago,3,55052,1840007892
Harmony,Harmony,MN,Minnesota,27045,Fillmore,43.554,-92.0075,987,341,polygon,FALSE,TRUE,America/Chicago,3,55939,1840006838
Buhl,Buhl,MN,Minnesota,27137,St. Louis,47.4994,-92.7692,973,113,polygon,FALSE,TRUE,America/Chicago,3,55713 55710 55758,1840006587
Biwabik,Biwabik,MN,Minnesota,27137,St. Louis,47.5551,-92.3233,969,41,polygon,FALSE,TRUE,America/Chicago,3,55705 55708,1840006592
Houston,Houston,MN,Minnesota,27055,Houston,43.7582,-91.5707,965,296,polygon,FALSE,TRUE,America/Chicago,3,55943,1840006835
Scanlon,Scanlon,MN,Minnesota,27017,Carlton,46.7066,-92.43,959,445,polygon,FALSE,TRUE,America/Chicago,3,55720,1840008848
Bird Island,Bird Island,MN,Minnesota,27129,Renville,44.7648,-94.8949,959,242,polygon,FALSE,TRUE,America/Chicago,3,55310,1840006773
Watkins,Watkins,MN,Minnesota,27093,Meeker,45.3153,-94.412,953,527,polygon,FALSE,TRUE,America/Chicago,3,55389,1840009996
Nashwauk,Nashwauk,MN,Minnesota,27061,Itasca,47.3805,-93.1666,952,24,polygon,FALSE,TRUE,America/Chicago,3,55769 55775,1840007716
Walker,Walker,MN,Minnesota,27021,Cass,47.0891,-94.5854,934,141,polygon,FALSE,TRUE,America/Chicago,3,56484,1840009967
Le Roy,Le Roy,MN,Minnesota,27099,Mower,43.5131,-92.5076,932,509,polygon,FALSE,TRUE,America/Chicago,3,55951,1840007936
Henderson,Henderson,MN,Minnesota,27143,Sibley,44.5278,-93.9091,930,334,polygon,FALSE,TRUE,America/Chicago,3,56044,1840006777
Deer River,Deer River,MN,Minnesota,27061,Itasca,47.3409,-93.7961,930,280,polygon,FALSE,TRUE,America/Chicago,3,56636,1840006614
Battle Lake,Battle Lake,MN,Minnesota,27111,Otter Tail,46.2848,-95.7187,929,253,polygon,FALSE,TRUE,America/Chicago,3,56515,1840006652
Pine River,Pine River,MN,Minnesota,27021,Cass,46.7225,-94.3975,927,296,polygon,FALSE,TRUE,America/Chicago,3,56474,1840008837
Hallock,Hallock,MN,Minnesota,27069,Kittson,48.7659,-96.9427,921,166,polygon,FALSE,TRUE,America/Chicago,3,56728,1840006581
Birchwood Village,Birchwood Village,MN,Minnesota,27163,Washington,45.0598,-92.9777,882,999,polygon,FALSE,TRUE,America/Chicago,3,55110,1840073791
St. Stephen,St. Stephen,MN,Minnesota,27145,Stearns,45.701,-94.2742,865,89,polygon,FALSE,TRUE,America/Chicago,3,56375,1840008885
Onamia,Onamia,MN,Minnesota,27095,Mille Lacs,46.07,-93.6676,864,351,polygon,FALSE,TRUE,America/Chicago,3,56359,1840008867
Vineland,Vineland,MN,Minnesota,27095,Mille Lacs,46.1832,-93.7823,861,35,polygon,FALSE,FALSE,America/Chicago,3,56359,1840006673
Lilydale,Lilydale,MN,Minnesota,27037,Dakota,44.9096,-93.1301,846,587,polygon,FALSE,TRUE,America/Chicago,3,55118,1840008947
Mazeppa,Mazeppa,MN,Minnesota,27157,Wabasha,44.2737,-92.5403,845,301,polygon,FALSE,TRUE,America/Chicago,3,55956,1840007899
Morgan,Morgan,MN,Minnesota,27127,Redwood,44.4158,-94.9248,840,587,polygon,FALSE,TRUE,America/Chicago,3,56266,1840007872
Emily,Emily,MN,Minnesota,27035,Crow Wing,46.7602,-93.9665,840,10,polygon,FALSE,TRUE,America/Chicago,3,56447,1840007736
Rushford Village,Rushford Village,MN,Minnesota,27045,Fillmore,43.8033,-91.7915,836,9,polygon,FALSE,TRUE,America/Chicago,3,55962 55971,1840009015
Blackduck,Blackduck,MN,Minnesota,27007,Beltrami,47.7263,-94.5479,833,200,polygon,FALSE,TRUE,America/Chicago,3,56630 56647,1840006601
St. Clair,St. Clair,MN,Minnesota,27013,Blue Earth,44.0838,-93.8601,824,477,polygon,FALSE,TRUE,America/Chicago,3,56001 56080,1840008979
Fertile,Fertile,MN,Minnesota,27119,Polk,47.5339,-96.2893,818,152,polygon,FALSE,TRUE,America/Chicago,3,56540,1840007702
Silver Lake,Silver Lake,MN,Minnesota,27085,McLeod,44.9042,-94.1984,814,776,polygon,FALSE,TRUE,America/Chicago,3,55381,1840008942
Henning,Henning,MN,Minnesota,27111,Otter Tail,46.3233,-95.4424,808,93,polygon,FALSE,TRUE,America/Chicago,3,56551,1840006654
Walnut Grove,Walnut Grove,MN,Minnesota,27127,Redwood,44.225,-95.4692,806,285,polygon,FALSE,TRUE,America/Chicago,3,56180,1840010017
Martin Lake,Martin Lake,MN,Minnesota,27003,Anoka,45.3825,-93.0885,806,225,polygon,FALSE,FALSE,America/Chicago,3,55079,1840025306
Kimball,Kimball,MN,Minnesota,27145,Stearns,45.3143,-94.3008,798,203,polygon,FALSE,TRUE,America/Chicago,3,55353,1840007784
Isle,Isle,MN,Minnesota,27095,Mille Lacs,46.1398,-93.4597,798,121,polygon,FALSE,TRUE,America/Chicago,3,56342 56386,1840007762
Lake Park,Lake Park,MN,Minnesota,27005,Becker,46.8839,-96.0988,793,309,polygon,FALSE,TRUE,America/Chicago,3,56554,1840007727
Adams,Adams,MN,Minnesota,27099,Mower,43.5654,-92.719,790,304,polygon,FALSE,TRUE,America/Chicago,3,55909,1840006829
Clarkfield,Clarkfield,MN,Minnesota,27173,Yellow Medicine,44.7907,-95.8077,787,282,polygon,FALSE,TRUE,America/Chicago,3,56223,1840006762
Bovey,Bovey,MN,Minnesota,27061,Itasca,47.2962,-93.4036,784,132,polygon,FALSE,TRUE,America/Chicago,3,55786 55709,1840006613
Belgrade,Belgrade,MN,Minnesota,27145,Stearns,45.4506,-94.9998,779,250,polygon,FALSE,TRUE,America/Chicago,3,56312,1840006685
Warsaw,Warsaw,MN,Minnesota,27131,Rice,44.2576,-93.3771,774,346,polygon,FALSE,FALSE,America/Chicago,3,55021 55087,1840025368
Dover,Dover,MN,Minnesota,27109,Olmsted,43.9699,-92.1341,770,293,polygon,FALSE,TRUE,America/Chicago,3,55929,1840006810
Lamberton,Lamberton,MN,Minnesota,27127,Redwood,44.2306,-95.2676,768,388,polygon,FALSE,TRUE,America/Chicago,3,56152,1840007873
West Concord,West Concord,MN,Minnesota,27039,Dodge,44.1529,-92.8995,768,273,polygon,FALSE,TRUE,America/Chicago,3,55985,1840010028
Elysian,Elysian,MN,Minnesota,27079,Le Sueur,44.2067,-93.6765,765,247,polygon,FALSE,TRUE,America/Chicago,3,56028,1840007881
Hilltop,Hilltop,MN,Minnesota,27003,Anoka,45.0536,-93.2501,757,2451,polygon,FALSE,TRUE,America/Chicago,2,55421,1840006721
Raymond,Raymond,MN,Minnesota,27067,Kandiyohi,45.0186,-95.2369,756,323,polygon,FALSE,TRUE,America/Chicago,3,56282,1840008910
Cass Lake,Cass Lake,MN,Minnesota,27021,Cass,47.3788,-94.5991,756,253,polygon,FALSE,TRUE,America/Chicago,3,56633,1840006622
Twin Valley,Twin Valley,MN,Minnesota,27107,Norman,47.2589,-96.2592,755,340,polygon,FALSE,TRUE,America/Chicago,3,56584,1840009966
Gibbon,Gibbon,MN,Minnesota,27143,Sibley,44.5333,-94.5242,755,439,polygon,FALSE,TRUE,America/Chicago,3,55335,1840007866
Greenwood,Greenwood,MN,Minnesota,27053,Hennepin,44.9122,-93.555,752,809,polygon,FALSE,TRUE,America/Chicago,3,55331,1840006748
Brooten,Brooten,MN,Minnesota,27145,Stearns,45.5001,-95.1157,750,182,polygon,FALSE,TRUE,America/Chicago,3,56316,1840004017
Mabel,Mabel,MN,Minnesota,27045,Fillmore,43.5198,-91.768,749,600,polygon,FALSE,TRUE,America/Chicago,3,55954,1840009009
Hancock,Hancock,MN,Minnesota,27149,Stevens,45.4977,-95.795,745,318,polygon,FALSE,TRUE,America/Chicago,3,56244,1840006689
Browerville,Browerville,MN,Minnesota,27153,Todd,46.0807,-94.8646,743,270,polygon,FALSE,TRUE,America/Chicago,3,56438,1840004006
Ponemah,Ponemah,MN,Minnesota,27007,Beltrami,48.0348,-94.8983,742,26,polygon,FALSE,FALSE,America/Chicago,3,56666,1840003993
Cleveland,Cleveland,MN,Minnesota,27079,Le Sueur,44.3236,-93.8353,738,521,polygon,FALSE,TRUE,America/Chicago,3,56017,1840006788
Stockton,Stockton,MN,Minnesota,27169,Winona,44.0271,-91.7697,737,167,polygon,FALSE,TRUE,America/Chicago,3,55987 55988,1840008989
Landfall,Landfall,MN,Minnesota,27163,Washington,44.9508,-92.9766,728,4283,polygon,FALSE,TRUE,America/Chicago,2,55128,1840007818
Lanesboro,Lanesboro,MN,Minnesota,27045,Fillmore,43.7181,-91.9719,725,214,polygon,FALSE,TRUE,America/Chicago,3,55949,1840007940
Holdingford,Holdingford,MN,Minnesota,27145,Stearns,45.7298,-94.4717,721,334,polygon,FALSE,TRUE,America/Chicago,3,56340,1840006686
Brownton,Brownton,MN,Minnesota,27085,McLeod,44.7326,-94.3508,720,700,polygon,FALSE,TRUE,America/Chicago,3,55312,1840006754
Karlstad,Karlstad,MN,Minnesota,27069,Kittson,48.578,-96.5169,719,184,polygon,FALSE,TRUE,America/Chicago,3,56732,1840007677
Marine on St. Croix,Marine on St. Croix,MN,Minnesota,27163,Washington,45.1983,-92.7783,712,70,polygon,FALSE,TRUE,America/Chicago,3,55047,1840007810
Clear Lake,Clear Lake,MN,Minnesota,27141,Sherburne,45.4463,-93.9985,707,266,polygon,FALSE,TRUE,America/Chicago,3,55319,1840006699
Kerkhoven,Kerkhoven,MN,Minnesota,27151,Swift,45.1922,-95.3199,706,327,polygon,FALSE,TRUE,America/Chicago,3,56252,1840007805
Westbrook,Westbrook,MN,Minnesota,27033,Cottonwood,44.0422,-95.4376,704,410,polygon,FALSE,TRUE,America/Chicago,3,56183,1840010031
Trimont,Trimont,MN,Minnesota,27091,Martin,43.7611,-94.7162,700,343,polygon,FALSE,TRUE,America/Chicago,3,56176,1840010045
